1.679323262105999947e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262109999895e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262122999907e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262127000093e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262131000042e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262134999990e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262138999939e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262142999887e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262155999899e+09,1.221730476396030616e-05,8.726646259971648225e-06,-1.047197551196597719e-05,-3.403392041388942604e-04,-8.901179185171080783e-05,-3.665191429188091848e-05,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262171000004e+09,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-6.806784082777884667e-05,-1.745329251994329645e-05,-0.000000000000000000e+00,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262174999952e+09,1.029744258676654396e-04,1.082104136236484299e-04,1.082104136236484299e-04,1.012290966156711004e-04,1.064650843716541043e-04,1.134464013796314201e-04,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262178999901e+09,1.029744258676654396e-04,1.082104136236484299e-04,1.082104136236484299e-04,1.012290966156711004e-04,1.064650843716541043e-04,1.134464013796314201e-04,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262183000088e+09,3.630284844148205336e-04,3.647738136668148457e-04,3.612831551628262216e-04,3.577924966588375976e-04,3.735004599267865142e-04,3.822271061867581828e-04,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
1.679323262187000036e+09,3.630284844148205336e-04,3.647738136668148457e-04,3.612831551628262216e-04,3.577924966588375976e-04,3.735004599267865142e-04,3.822271061867581828e-04,1.570789345477888732e+00,2.617993877991494468e-05,-2.443460952792061232e-05,8.901179185171080783e-05,0.000000000000000000e+00,-0.000000000000000000e+00,-2.617941518113934829e-01,3.141592653589793116e+00
